Drug,SideEffect,OrganClass,Reported,Expected,TimesMoreThanExpected,PRR,ROR,SignalScore,Status,ReferenceSetStatus,PctSerious,PctFatal,PctRechallengePositive,PctClinicianReported,EverFlagged,FirstFlagged
ATORVASTATIN,ACUTE KIDNEY INJURY,Renal,1351,1382.7,0.98,0.97,0.97,-0.123,Ordinary,Not in reference set,84.53,16.80,5.77,67.95,No,
AMLODIPINE,HYPONATRAEMIA,Metabolic,1185,1207.6,0.98,0.98,0.98,-0.123,Ordinary,Not in reference set,83.12,18.06,5.74,65.82,No,
TRAMADOL,PULMONARY FIBROSIS,Respiratory,542,535.0,1.01,1.01,1.01,-0.123,Ordinary,Not in reference set,83.76,16.05,4.80,65.68,No,
PREDNISONE,MYOCARDITIS,Cardiac,465,455.4,1.02,1.02,1.02,-0.123,Ordinary,Not in reference set,83.87,17.63,4.30,69.03,No,
FEBUXOSTAT,BACK PAIN,Musculoskeletal,664,661.8,1.00,1.00,1.00,-0.123,Ordinary,Not in reference set,84.19,16.57,6.33,65.51,No,
AZITHROMYCIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,523,515.4,1.01,1.02,1.02,-0.123,Ordinary,Not in reference set,82.03,17.97,5.35,63.67,No,
CIPROFLOXACIN,CARDIAC ARREST,Cardiac,474,464.7,1.02,1.02,1.02,-0.123,Ordinary,Not in reference set,84.39,18.35,5.49,64.35,No,
INSULIN GLARGINE,WEIGHT DECREASED,Investigations,779,781.8,1.00,1.00,1.00,-0.123,Ordinary,Not in reference set,84.60,16.43,3.85,67.65,No,
AZITHROMYCIN,NEUTROPENIA,Blood,674,672.2,1.00,1.00,1.00,-0.123,Ordinary,Not in reference set,84.72,15.13,4.45,70.03,No,
ALLOPURINOL,CONSTIPATION,Gastrointestinal,966,977.7,0.99,0.99,0.99,-0.124,Ordinary,Not in reference set,84.06,18.84,4.97,69.15,No,
HYDROXYCHLOROQUINE,URTICARIA,Skin,813,817.4,0.99,0.99,0.99,-0.124,Ordinary,Not in reference set,84.13,16.11,4.92,68.27,No,
FUROSEMIDE,TACHYCARDIA,Cardiac,1273,1300.8,0.98,0.98,0.98,-0.124,Ordinary,Not in reference set,83.50,17.20,5.81,66.54,No,
CIPROFLOXACIN,STEVENS-JOHNSON SYNDROME,Skin,432,421.6,1.02,1.03,1.03,-0.124,Ordinary,Not in reference set,80.32,16.44,7.41,67.59,No,
GABAPENTIN,CONGENITAL ANOMALY,Congenital,264,249.8,1.06,1.06,1.06,-0.124,Ordinary,Not in reference set,83.71,17.42,6.44,70.83,No,
CIPROFLOXACIN,PANCYTOPENIA,Blood,799,802.9,1.00,0.99,0.99,-0.124,Ordinary,Not in reference set,81.73,18.90,5.76,63.20,No,
CELECOXIB,PRURITUS,Skin,1093,1111.4,0.98,0.98,0.98,-0.124,Ordinary,Not in reference set,85.45,17.93,5.31,67.15,No,
IBUPROFEN,RHABDOMYOLYSIS,Musculoskeletal,1044,1059.8,0.99,0.98,0.98,-0.124,Ordinary,Not in reference set,83.43,16.38,5.75,67.34,No,
MONTELUKAST,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,665,663.1,1.00,1.00,1.00,-0.124,Ordinary,Not in reference set,83.76,14.59,4.96,63.61,No,
WARFARIN,DRUG INEFFECTIVE,General,1948,2015.6,0.97,0.96,0.96,-0.124,Ordinary,Not in reference set,82.49,17.45,5.75,69.15,No,
IBUPROFEN,PRURITUS,Skin,1890,1954.2,0.97,0.96,0.96,-0.124,Ordinary,Not in reference set,82.22,17.88,5.34,67.62,No,
ESOMEPRAZOLE,HYPOGLYCAEMIA,Metabolic,944,954.9,0.99,0.99,0.99,-0.124,Ordinary,Not in reference set,83.69,18.01,4.87,64.94,No,
IBUPROFEN,AGRANULOCYTOSIS,Blood,752,754.0,1.00,1.00,1.00,-0.124,Ordinary,Not in reference set,81.52,17.42,4.79,67.02,No,
ALBUTEROL,URTICARIA,Skin,1265,1292.9,0.98,0.98,0.98,-0.124,Ordinary,Not in reference set,83.79,17.87,5.30,65.14,No,
VALPROATE,DYSPNOEA,Respiratory,1122,1142.2,0.98,0.98,0.98,-0.124,Ordinary,Not in reference set,80.84,16.31,4.99,67.56,No,
CANAGLIFLOZIN,HYPOGLYCAEMIA,Metabolic,680,678.9,1.00,1.00,1.00,-0.124,Ordinary,Not in reference set,83.24,16.91,6.03,65.59,No,
AMLODIPINE,TENDON RUPTURE,Musculoskeletal,1367,1400.7,0.98,0.97,0.97,-0.124,Ordinary,Not in reference set,84.05,17.70,5.85,64.89,No,
OMEPRAZOLE,WEIGHT DECREASED,Investigations,1133,1153.9,0.98,0.98,0.98,-0.125,Ordinary,Not in reference set,83.41,16.15,4.94,64.70,No,
FEBUXOSTAT,NEUTROPENIA,Blood,405,394.1,1.03,1.03,1.03,-0.125,Ordinary,Not in reference set,82.96,16.30,5.93,65.93,No,
LEVOFLOXACIN,NAUSEA,Gastrointestinal,2123,2202.6,0.96,0.96,0.96,-0.125,Ordinary,Not in reference set,83.61,18.94,5.93,63.78,No,
ROSUVASTATIN,DIABETIC KETOACIDOSIS,Metabolic,879,887.2,0.99,0.99,0.99,-0.125,Ordinary,Not in reference set,83.73,18.09,6.26,66.33,No,
ALBUTEROL,ABDOMINAL PAIN,Gastrointestinal,1724,1779.0,0.97,0.97,0.96,-0.125,Ordinary,Not in reference set,82.66,17.75,4.99,68.62,No,
LEVOTHYROXINE,BACK PAIN,Musculoskeletal,1684,1736.5,0.97,0.97,0.96,-0.125,Ordinary,Not in reference set,82.96,17.93,5.82,66.27,No,
ONDANSETRON,COUGH,Respiratory,1471,1511.0,0.97,0.97,0.97,-0.125,Ordinary,Not in reference set,83.96,17.00,5.10,70.70,No,
ESOMEPRAZOLE,SOMNOLENCE,Nervous system,1135,1156.3,0.98,0.98,0.98,-0.125,Ordinary,Not in reference set,85.90,20.09,6.08,67.67,No,
GABAPENTIN,FOETAL MALFORMATION,Congenital,628,625.0,1.00,1.01,1.01,-0.125,Ordinary,Not in reference set,84.55,18.47,6.85,66.24,No,
TAMSULOSIN,DIABETIC KETOACIDOSIS,Metabolic,568,562.6,1.01,1.01,1.01,-0.125,Ordinary,Not in reference set,81.87,17.43,5.99,67.78,No,
SITAGLIPTIN,PULMONARY FIBROSIS,Respiratory,395,383.9,1.03,1.03,1.03,-0.125,Ordinary,Not in reference set,81.52,13.42,6.58,63.29,No,
CANAGLIFLOZIN,HEPATIC FAILURE,Hepatobiliary,337,324.4,1.04,1.04,1.04,-0.125,Ordinary,Not in reference set,80.71,17.51,4.15,63.50,No,
CIPROFLOXACIN,SEIZURE,Nervous system,687,686.6,1.00,1.00,1.00,-0.125,Ordinary,Not in reference set,82.39,17.76,5.82,65.94,No,
LISINOPRIL,FATIGUE,General,2698,2815.8,0.96,0.95,0.95,-0.125,Ordinary,Not in reference set,83.73,17.79,4.93,67.46,No,
ALBUTEROL,PRURITUS,Skin,1704,1758.5,0.97,0.97,0.96,-0.125,Ordinary,Not in reference set,83.45,18.84,6.46,67.37,No,
AMIODARONE,TORSADE DE POINTES,Cardiac,324,311.2,1.04,1.04,1.04,-0.125,Ordinary,Not in reference set,83.95,15.12,4.32,70.99,No,
FUROSEMIDE,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,592,587.9,1.01,1.01,1.01,-0.126,Ordinary,Not in reference set,83.95,16.05,5.24,69.26,Yes,2019Q1
ADALIMUMAB,CARDIAC ARREST,Cardiac,347,334.8,1.04,1.04,1.04,-0.126,Ordinary,Not in reference set,84.73,17.58,6.92,65.99,No,
OMEPRAZOLE,HYPERTENSION,Vascular,1392,1428.4,0.97,0.97,0.97,-0.126,Ordinary,Not in reference set,83.55,17.46,5.60,67.17,No,
IBUPROFEN,PNEUMONIA,Infection,1354,1388.2,0.98,0.97,0.97,-0.126,Ordinary,Not in reference set,83.75,16.62,4.58,68.32,No,
LEVOFLOXACIN,HYPOTENSION,Vascular,1136,1158.1,0.98,0.98,0.98,-0.126,Ordinary,Not in reference set,82.75,19.37,5.11,66.81,No,
ESOMEPRAZOLE,NIGHTMARE,Psychiatric,883,892.0,0.99,0.99,0.99,-0.126,Ordinary,Not in reference set,84.94,17.55,5.55,65.35,No,
CANAGLIFLOZIN,FATIGUE,General,1386,1422.2,0.97,0.97,0.97,-0.126,Ordinary,Not in reference set,81.96,17.60,5.84,66.52,No,
PANTOPRAZOLE,MEMORY IMPAIRMENT,Nervous system,691,691.1,1.00,1.00,1.00,-0.126,Ordinary,Not in reference set,82.92,16.21,5.79,67.15,No,
GABAPENTIN,ANXIETY,Psychiatric,1475,1516.5,0.97,0.97,0.97,-0.126,Ordinary,Not in reference set,82.17,15.93,5.90,65.69,No,
LISINOPRIL,AGRANULOCYTOSIS,Blood,829,835.5,0.99,0.99,0.99,-0.126,Ordinary,Not in reference set,81.42,16.28,5.67,68.76,No,
CIPROFLOXACIN,HYPOGLYCAEMIA,Metabolic,944,956.3,0.99,0.99,0.99,-0.126,Ordinary,Not in reference set,81.89,17.80,5.40,65.89,No,
HYDROXYCHLOROQUINE,SOMNOLENCE,Nervous system,829,835.6,0.99,0.99,0.99,-0.126,Ordinary,Not in reference set,84.20,18.34,7.48,66.59,No,
AZITHROMYCIN,STEVENS-JOHNSON SYNDROME,Skin,431,421.3,1.02,1.03,1.03,-0.126,Ordinary,Not in reference set,84.92,20.19,5.34,67.29,No,
AMLODIPINE,PANCYTOPENIA,Blood,1097,1117.5,0.98,0.98,0.98,-0.126,Ordinary,Not in reference set,83.77,18.60,5.83,66.45,No,
GABAPENTIN,MEMORY IMPAIRMENT,Nervous system,773,777.1,0.99,0.99,0.99,-0.126,Ordinary,Not in reference set,84.48,17.85,5.05,67.27,No,
AMLODIPINE,MUSCULAR WEAKNESS,Musculoskeletal,1228,1255.8,0.98,0.98,0.97,-0.126,Ordinary,Not in reference set,82.98,16.21,6.68,67.75,No,
ALLOPURINOL,MEMORY IMPAIRMENT,Nervous system,509,502.0,1.01,1.01,1.02,-0.126,Ordinary,Not in reference set,85.07,18.27,5.89,63.46,No,
METHOTREXATE,MALAISE,General,954,967.1,0.99,0.99,0.99,-0.127,Ordinary,Not in reference set,83.96,16.67,5.77,68.66,No,
METHOTREXATE,PARAESTHESIA,Nervous system,787,791.9,0.99,0.99,0.99,-0.127,Ordinary,Not in reference set,82.97,14.87,5.97,68.23,No,
OMEPRAZOLE,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,1660,1713.5,0.97,0.97,0.96,-0.127,Ordinary,Not in reference set,83.31,15.48,5.18,67.35,No,
CANAGLIFLOZIN,NIGHTMARE,Psychiatric,636,634.2,1.00,1.00,1.00,-0.127,Ordinary,Not in reference set,83.96,18.24,4.40,68.08,No,
OMEPRAZOLE,SOMNOLENCE,Nervous system,1428,1467.6,0.97,0.97,0.97,-0.127,Ordinary,Not in reference set,84.24,17.30,4.97,64.71,No,
TAMSULOSIN,LACTIC ACIDOSIS,Metabolic,476,468.0,1.02,1.02,1.02,-0.127,Ordinary,Not in reference set,85.92,18.28,3.57,64.08,No,
ROSUVASTATIN,NEUTROPENIA,Blood,756,759.6,1.00,0.99,0.99,-0.127,Ordinary,Not in reference set,83.33,15.61,4.76,70.24,No,
AMLODIPINE,ELECTROCARDIOGRAM QT PROLONGED,Cardiac,1428,1468.0,0.97,0.97,0.97,-0.127,Ordinary,Not in reference set,84.03,16.60,5.11,68.07,No,
VALPROATE,SUICIDAL IDEATION,Psychiatric,983,998.0,0.98,0.98,0.98,-0.127,Ordinary,Not in reference set,82.50,16.68,4.98,66.63,No,
APIXABAN,HYPERTENSION,Vascular,953,966.6,0.99,0.99,0.98,-0.127,Ordinary,Not in reference set,83.21,18.05,5.77,68.52,No,
METHOTREXATE,URTICARIA,Skin,961,975.1,0.99,0.98,0.98,-0.127,Ordinary,Not in reference set,83.56,17.90,5.10,64.93,No,
PANTOPRAZOLE,DRUG INEFFECTIVE,General,1729,1787.6,0.97,0.96,0.96,-0.128,Ordinary,Not in reference set,81.84,17.99,4.86,66.40,No,
CLOPIDOGREL,CONFUSIONAL STATE,Psychiatric,886,896.2,0.99,0.99,0.99,-0.128,Ordinary,Not in reference set,84.31,17.95,4.85,69.41,No,
ISOTRETINOIN,URTICARIA,Skin,646,645.0,1.00,1.00,1.00,-0.128,Ordinary,Not in reference set,85.14,16.25,5.26,64.86,No,
FEBUXOSTAT,ELECTROCARDIOGRAM QT PROLONGED,Cardiac,620,617.9,1.00,1.00,1.00,-0.128,Ordinary,Not in reference set,82.10,19.52,6.45,65.97,No,
OMEPRAZOLE,HYPONATRAEMIA,Metabolic,1079,1099.7,0.98,0.98,0.98,-0.128,Ordinary,Not in reference set,81.46,15.29,4.54,67.75,No,
TRAMADOL,PANCYTOPENIA,Blood,796,802.1,0.99,0.99,0.99,-0.128,Ordinary,Not in reference set,82.54,16.08,5.15,64.95,No,
PREDNISONE,PANCREATITIS,Gastrointestinal,755,759.1,0.99,0.99,0.99,-0.128,Ordinary,Not in reference set,83.05,17.75,4.50,63.31,No,
ESOMEPRAZOLE,FOETAL MALFORMATION,Congenital,558,553.4,1.01,1.01,1.01,-0.128,Ordinary,Not in reference set,84.41,19.18,5.20,68.28,No,
SITAGLIPTIN,HAEMORRHAGE,Vascular,675,675.5,1.00,1.00,1.00,-0.128,Ordinary,Not in reference set,82.22,17.33,6.96,71.11,No,
ROSUVASTATIN,HYPOGLYCAEMIA,Metabolic,1060,1079.9,0.98,0.98,0.98,-0.128,Ordinary,Not in reference set,84.81,18.11,4.43,67.83,No,
CANAGLIFLOZIN,ALOPECIA,Skin,636,634.8,1.00,1.00,1.00,-0.128,Ordinary,Not in reference set,83.18,16.67,5.66,62.89,No,
VALPROATE,HYPERKALAEMIA,Metabolic,510,503.7,1.01,1.01,1.01,-0.128,Ordinary,Not in reference set,82.94,15.88,8.04,65.88,No,
AMIODARONE,PRURITUS,Skin,1087,1108.4,0.98,0.98,0.98,-0.128,Ordinary,Not in reference set,83.81,17.11,5.89,70.75,No,
ROSUVASTATIN,MUSCULAR WEAKNESS,Musculoskeletal,1002,1018.8,0.98,0.98,0.98,-0.128,Ordinary,Not in reference set,83.73,17.66,6.59,68.46,No,
ISOTRETINOIN,PANCREATITIS,Gastrointestinal,392,381.6,1.03,1.03,1.03,-0.128,Ordinary,Not in reference set,80.87,20.41,4.85,65.31,No,
VALPROATE,COUGH,Respiratory,958,972.5,0.99,0.98,0.98,-0.128,Ordinary,Not in reference set,82.05,17.95,6.16,66.60,No,
WARFARIN,DIABETIC KETOACIDOSIS,Metabolic,878,888.4,0.99,0.99,0.99,-0.128,Ordinary,Not in reference set,84.05,19.02,4.56,69.82,No,
ADALIMUMAB,AGRANULOCYTOSIS,Blood,437,428.2,1.02,1.02,1.02,-0.129,Ordinary,Not in reference set,81.69,20.37,3.43,69.34,No,
METFORMIN,HYPERTENSION,Vascular,1536,1584.3,0.97,0.97,0.96,-0.129,Ordinary,Not in reference set,82.88,17.84,5.60,67.97,No,
OMEPRAZOLE,AGRANULOCYTOSIS,Blood,749,753.3,0.99,0.99,0.99,-0.129,Ordinary,Not in reference set,85.05,18.02,5.07,67.42,No,
FEBUXOSTAT,MALAISE,General,658,658.1,1.00,1.00,1.00,-0.129,Ordinary,Not in reference set,82.52,16.57,5.32,67.48,No,
AMIODARONE,DIABETIC KETOACIDOSIS,Metabolic,569,565.3,1.01,1.01,1.01,-0.129,Ordinary,Not in reference set,82.60,16.87,6.68,68.01,No,
VALPROATE,DRUG INEFFECTIVE,General,1268,1300.3,0.98,0.97,0.97,-0.129,Ordinary,Not in reference set,83.44,18.22,5.52,67.74,No,
ALLOPURINOL,FATIGUE,General,1418,1459.3,0.97,0.97,0.97,-0.129,Ordinary,Not in reference set,82.02,16.50,6.21,68.34,No,
CELECOXIB,DIZZINESS,Nervous system,1256,1287.7,0.98,0.97,0.97,-0.129,Ordinary,Not in reference set,83.36,17.36,5.02,67.20,No,
FUROSEMIDE,TENDON RUPTURE,Musculoskeletal,1123,1147.1,0.98,0.98,0.98,-0.129,Ordinary,Not in reference set,83.97,17.81,5.61,66.25,No,
GABAPENTIN,PARAESTHESIA,Nervous system,1019,1037.3,0.98,0.98,0.98,-0.129,Ordinary,Not in reference set,82.34,16.19,6.28,68.79,No,
LEVOTHYROXINE,HALLUCINATION,Psychiatric,710,712.6,1.00,1.00,1.00,-0.129,Ordinary,Not in reference set,83.66,15.49,5.49,66.06,No,
IBUPROFEN,HEPATITIS,Hepatobiliary,644,643.6,1.00,1.00,1.00,-0.129,Ordinary,Not in reference set,82.45,17.70,5.12,66.93,No,
FEBUXOSTAT,ALOPECIA,Skin,529,523.8,1.01,1.01,1.01,-0.129,Ordinary,Not in reference set,82.42,17.58,5.67,65.60,No,
FUROSEMIDE,PYREXIA,General,1504,1550.8,0.97,0.97,0.97,-0.129,Ordinary,Not in reference set,83.05,17.89,4.79,67.02,No,
AZITHROMYCIN,DYSPNOEA,Respiratory,1517,1564.7,0.97,0.97,0.97,-0.129,Ordinary,Not in reference set,84.38,16.48,5.74,66.91,No,
ALLOPURINOL,LACTIC ACIDOSIS,Metabolic,483,476.1,1.01,1.02,1.02,-0.129,Ordinary,Not in reference set,82.61,17.60,5.18,66.67,No,
HYDROXYCHLOROQUINE,TENDONITIS,Musculoskeletal,177,162.9,1.09,1.09,1.09,-0.129,Ordinary,Not in reference set,85.31,20.34,6.78,67.80,No,
CIPROFLOXACIN,DRUG INEFFECTIVE,General,1722,1782.6,0.97,0.96,0.96,-0.130,Ordinary,Not in reference set,82.40,16.78,4.53,66.67,No,
CLOPIDOGREL,TENDON RUPTURE,Musculoskeletal,984,1000.7,0.98,0.98,0.98,-0.130,Ordinary,Not in reference set,83.43,17.38,6.50,67.89,No,
METFORMIN,STEVENS-JOHNSON SYNDROME,Skin,595,592.6,1.00,1.00,1.00,-0.130,Ordinary,Not in reference set,82.86,17.31,5.38,63.03,No,
TAMSULOSIN,FATIGUE,General,1394,1434.5,0.97,0.97,0.97,-0.130,Ordinary,Not in reference set,84.36,17.72,5.74,67.00,No,
OMEPRAZOLE,HEPATIC FAILURE,Hepatobiliary,582,579.1,1.00,1.01,1.01,-0.130,Ordinary,Not in reference set,78.52,13.57,6.87,67.70,No,
ALBUTEROL,AMPUTATION,Procedural,490,483.4,1.01,1.01,1.02,-0.130,Ordinary,Not in reference set,82.04,17.55,5.92,70.82,No,
TAMSULOSIN,ANXIETY,Psychiatric,948,963.0,0.98,0.98,0.98,-0.130,Ordinary,Not in reference set,83.65,17.51,6.12,66.77,No,
VARENICLINE,BACK PAIN,Musculoskeletal,650,650.2,1.00,1.00,1.00,-0.130,Ordinary,Not in reference set,82.92,19.85,5.54,64.31,No,
DULOXETINE,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,1146,1172.2,0.98,0.98,0.98,-0.130,Ordinary,Not in reference set,82.37,17.36,4.54,67.45,No,
ROSUVASTATIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,585,582.4,1.00,1.00,1.00,-0.130,Ordinary,Not in reference set,84.79,17.09,3.93,67.18,No,
CIPROFLOXACIN,FOETAL MALFORMATION,Congenital,558,554.3,1.01,1.01,1.01,-0.130,Ordinary,Not in reference set,85.13,19.53,6.63,65.77,No,
ALBUTEROL,MALAISE,General,1250,1282.3,0.97,0.97,0.97,-0.130,Ordinary,Not in reference set,84.40,16.88,4.80,67.12,No,
FUROSEMIDE,PRURITUS,Skin,1696,1756.0,0.97,0.96,0.96,-0.130,Ordinary,Not in reference set,83.67,17.69,4.95,65.86,No,
LISINOPRIL,TENDONITIS,Musculoskeletal,329,317.4,1.04,1.04,1.04,-0.130,Ordinary,Not in reference set,81.46,18.24,7.90,65.65,No,
HYDROXYCHLOROQUINE,CONFUSIONAL STATE,Psychiatric,650,650.4,1.00,1.00,1.00,-0.130,Ordinary,Not in reference set,82.77,15.23,7.08,66.31,No,
CIPROFLOXACIN,HYPERTENSION,Vascular,1103,1127.0,0.98,0.98,0.98,-0.131,Ordinary,Not in reference set,81.69,16.95,5.62,67.36,No,
AMIODARONE,LACTIC ACIDOSIS,Metabolic,477,470.2,1.01,1.02,1.02,-0.131,Ordinary,Not in reference set,86.37,18.45,5.66,70.02,No,
ATORVASTATIN,HYPERKALAEMIA,Metabolic,953,968.8,0.98,0.98,0.98,-0.131,Ordinary,Not in reference set,84.16,17.63,4.51,67.16,No,
METFORMIN,MEMORY IMPAIRMENT,Nervous system,953,968.7,0.98,0.98,0.98,-0.131,Ordinary,Not in reference set,83.00,15.63,5.67,66.42,No,
ESOMEPRAZOLE,PANCREATITIS,Gastrointestinal,668,669.3,1.00,1.00,1.00,-0.131,Ordinary,Not in reference set,82.34,18.11,5.54,65.12,No,
OMEPRAZOLE,PHOTOSENSITIVITY REACTION,Skin,585,582.7,1.00,1.00,1.00,-0.131,Ordinary,Not in reference set,82.39,16.07,5.98,64.27,No,
CANAGLIFLOZIN,TENDON RUPTURE,Musculoskeletal,711,714.5,1.00,0.99,0.99,-0.131,Ordinary,Not in reference set,83.68,19.27,5.91,66.81,No,
VALPROATE,DEHYDRATION,Metabolic,655,655.8,1.00,1.00,1.00,-0.131,Ordinary,Not in reference set,81.68,17.25,5.34,67.18,No,
ALLOPURINOL,AGRANULOCYTOSIS,Blood,441,433.0,1.02,1.02,1.02,-0.131,Ordinary,Not in reference set,82.99,16.33,4.54,66.89,No,
METHOTREXATE,RASH,Skin,1478,1524.9,0.97,0.97,0.97,-0.131,Ordinary,Not in reference set,84.44,17.59,6.29,67.05,No,
WARFARIN,TENDON RUPTURE,Musculoskeletal,1113,1137.9,0.98,0.98,0.98,-0.131,Ordinary,Not in reference set,85.00,16.35,4.58,63.70,No,
PANTOPRAZOLE,AORTIC ANEURYSM,Vascular,464,456.8,1.02,1.02,1.02,-0.131,Ordinary,Not in reference set,85.78,17.46,6.90,67.03,No,
TRAMADOL,TACHYCARDIA,Cardiac,1115,1140.1,0.98,0.98,0.98,-0.131,Ordinary,Not in reference set,83.05,16.41,5.92,65.20,No,
METHOTREXATE,MYOCARDIAL INFARCTION,Cardiac,994,1012.4,0.98,0.98,0.98,-0.131,Ordinary,Not in reference set,85.41,17.30,6.24,66.50,No,
ATORVASTATIN,AMPUTATION,Procedural,596,594.3,1.00,1.00,1.00,-0.131,Ordinary,Not in reference set,82.89,17.28,5.54,66.44,No,
CELECOXIB,LACTIC ACIDOSIS,Metabolic,478,471.4,1.01,1.01,1.02,-0.131,Ordinary,Not in reference set,84.94,19.46,4.39,66.32,No,
CELECOXIB,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,382,372.1,1.03,1.03,1.03,-0.131,Ordinary,Not in reference set,85.08,17.54,4.97,70.42,No,
CANAGLIFLOZIN,ABDOMINAL PAIN,Gastrointestinal,1083,1106.5,0.98,0.98,0.98,-0.131,Ordinary,Not in reference set,82.36,16.99,6.37,68.33,No,
CANAGLIFLOZIN,DEHYDRATION,Metabolic,638,638.2,1.00,1.00,1.00,-0.131,Ordinary,Not in reference set,81.82,18.34,6.27,65.99,No,
VARENICLINE,CARDIAC ARREST,Cardiac,280,267.5,1.05,1.05,1.05,-0.131,Ordinary,Not in reference set,84.29,18.93,2.86,66.79,No,
FEBUXOSTAT,CONSTIPATION,Gastrointestinal,779,786.2,0.99,0.99,0.99,-0.132,Ordinary,Not in reference set,81.51,15.66,5.78,69.70,No,
ALLOPURINOL,MUSCULAR WEAKNESS,Musculoskeletal,656,657.2,1.00,1.00,1.00,-0.132,Ordinary,Not in reference set,81.10,16.62,4.42,66.31,No,
TAMSULOSIN,AMPUTATION,Procedural,315,303.3,1.04,1.04,1.04,-0.132,Ordinary,Not in reference set,83.49,15.56,7.30,67.62,No,
VALPROATE,DEPRESSION,Psychiatric,1354,1394.0,0.97,0.97,0.97,-0.132,Ordinary,Not in reference set,81.83,16.77,5.17,66.32,No,
ONDANSETRON,HYPERTENSION,Vascular,1244,1277.3,0.97,0.97,0.97,-0.132,Ordinary,Not in reference set,82.72,18.41,6.43,68.81,No,
ONDANSETRON,AGGRESSION,Psychiatric,526,521.5,1.01,1.01,1.01,-0.132,Ordinary,Not in reference set,86.31,20.53,4.37,66.73,No,
VARENICLINE,DEHYDRATION,Metabolic,522,517.4,1.01,1.01,1.01,-0.132,Ordinary,Not in reference set,84.10,16.86,6.32,66.28,No,
AZITHROMYCIN,TORSADE DE POINTES,Cardiac,440,432.2,1.02,1.02,1.02,-0.132,Ordinary,Not in reference set,82.50,15.68,2.95,70.45,No,
ROSUVASTATIN,ANXIETY,Psychiatric,1471,1518.6,0.97,0.97,0.96,-0.132,Ordinary,Not in reference set,82.60,17.34,5.37,67.03,No,
WARFARIN,HYPOTENSION,Vascular,1277,1312.6,0.97,0.97,0.97,-0.132,Ordinary,Not in reference set,82.46,15.04,5.56,66.33,No,
ATORVASTATIN,NIGHTMARE,Psychiatric,1221,1253.4,0.97,0.97,0.97,-0.132,Ordinary,Not in reference set,82.72,19.16,4.59,68.30,No,
METHOTREXATE,NEUTROPENIA,Blood,581,579.1,1.00,1.00,1.00,-0.132,Ordinary,Not in reference set,84.51,18.59,4.99,68.50,No,
HYDROXYCHLOROQUINE,INSOMNIA,Psychiatric,1120,1146.6,0.98,0.98,0.97,-0.133,Ordinary,Not in reference set,81.52,14.73,6.79,66.70,No,
FEBUXOSTAT,RASH,Skin,1017,1037.7,0.98,0.98,0.98,-0.133,Ordinary,Not in reference set,84.07,17.90,6.59,66.67,No,
TAMSULOSIN,DEPRESSION,Psychiatric,1329,1368.4,0.97,0.97,0.97,-0.133,Ordinary,Not in reference set,82.69,16.10,6.17,66.44,No,
FEBUXOSTAT,LACTIC ACIDOSIS,Metabolic,392,382.8,1.02,1.03,1.03,-0.133,Ordinary,Not in reference set,82.14,20.15,6.38,64.03,No,
ADALIMUMAB,RASH,Skin,1242,1276.1,0.97,0.97,0.97,-0.133,Ordinary,Not in reference set,82.85,16.59,5.23,69.00,No,
MONTELUKAST,MYOCARDIAL INFARCTION,Cardiac,1464,1512.0,0.97,0.97,0.96,-0.133,Ordinary,Not in reference set,83.61,17.01,5.19,67.14,No,
APIXABAN,SUICIDAL IDEATION,Psychiatric,1145,1173.4,0.98,0.97,0.97,-0.133,Ordinary,Not in reference set,81.48,15.72,5.07,67.95,No,
TAMSULOSIN,ANAEMIA,Blood,801,810.1,0.99,0.99,0.99,-0.133,Ordinary,Not in reference set,84.77,19.23,4.49,66.79,No,
MONTELUKAST,TENDONITIS,Musculoskeletal,302,290.3,1.04,1.04,1.05,-0.133,Ordinary,Not in reference set,84.44,16.89,4.97,67.22,No,
IBUPROFEN,TENDON RUPTURE,Musculoskeletal,1242,1276.6,0.97,0.97,0.97,-0.133,Ordinary,Not in reference set,82.21,17.23,5.39,69.57,No,
ADALIMUMAB,WEIGHT DECREASED,Investigations,654,655.9,1.00,1.00,1.00,-0.133,Ordinary,Not in reference set,82.26,18.50,5.96,64.83,No,
METFORMIN,HYPERKALAEMIA,Metabolic,953,970.6,0.98,0.98,0.98,-0.133,Ordinary,Not in reference set,82.90,16.37,4.41,64.95,No,
ATORVASTATIN,FOETAL MALFORMATION,Congenital,770,777.7,0.99,0.99,0.99,-0.133,Ordinary,Not in reference set,81.56,18.83,4.29,66.75,No,
LEVOFLOXACIN,RESPIRATORY DEPRESSION,Respiratory,665,667.4,1.00,1.00,1.00,-0.133,Ordinary,Not in reference set,83.61,17.74,4.81,65.86,No,
CLOZAPINE,HEPATITIS,Hepatobiliary,378,368.5,1.03,1.03,1.03,-0.133,Ordinary,Not in reference set,84.39,21.43,5.56,67.99,No,
